Gene	scL1P0001	scL1P0002	scL1P0003	scL1P0004	scL1P0005	scL1P0006	scL1P0007	scL1P0008	scL1P0009	scL1P0010	scL1P0011	scL1P0012	scL1P0013	scL1P0014	scL1P0015	scL1P0016	scL1P0017
YCL073C	0	0	0	1	0	0	1	0	0	0	0	0	0	0	0	0	0
YCR005C	0	0	1	0	0	0	0	0	1	0	0	0	0	0	0	0	0
YCR009C	0	0	0	1	0	1	1	0	0	1	1	1	1	0	0	0	0
YCR010C	0	1	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0
YCR011C	0	0	1	1	0	1	0	0	0	0	0	0	0	0	0	0	0
YCR012W	0	0	1	0	0	1	0	0	1	0	0	0	0	0	0	0	0
YCR014C	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
YCR017C	0	0	0	1	0	0	0	1	0	1	0	0	0	0	0	0	0
YCR018C	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
YCR019W	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0
YCR020C	1	0	1	0	0	0	0	0	0	1	0	0	0	0	0	0	0
YCR020C-A	0	0	1	0	1	0	0	0	0	0	0	0	0	0	0	1	0
YCR021C	0	0	0	0	0	0	1	0	0	0	0	0	1	0	0	0	0
YCR023C	0	0	0	1	0	0	1	0	0	0	0	0	0	0	0	0	0
YCR024C	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0
YCR026C	0	0	1	0	0	0	0	0	0	0	0	0	1	0	0	0	0
YCR028C	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0
YCR028C-A	0	1	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0
YCR033W	0	1	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0
YCR034W	0	0	1	1	0	0	0	0	0	0	1	1	1	0	0	0	0
YCR035C	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0
YCR036W	0	0	1	0	0	1	0	0	1	0	0	0	0	0	0	0	0
YCR037C	0	0	0	1	0	0	0	0	0	0	0	0	1	0	0	0	0
YCR038C	0	0	0	0	0	0	0	1	0	0	1	0	0	0	1	0	0
YCR039C	1	1	0	0	0	0	0	0	0	0	0	0	1	0	1	0	1
YCR040W	1	0	0	0	0	0	0	0	0	0	0	0	1	0	1	0	1
YCR045C	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0
YCR046C	0	0	0	0	0	0	0	0	1	1	0	0	0	1	0	0	0
YCR047C	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0
YCR048W	0	0	1	0	0	0	0	0	0	0	1	0	0	0	0	0	0
YCR053W	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0
YCR059C	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0
YCR060W	0	0	0	0	1	1	1	0	0	0	0	0	0	0	0	0	0
YCR066W	0	1	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0
YCR067C	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0
YCR068W	0	0	1	0	1	0	0	0	0	1	0	0	0	0	0	0	0
YCR069W	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0
YCR071C	0	0	0	0	0	0	0	0	0	1	0	0	0	1	0	0	0
YCR072C	1	0	0	1	1	0	0	0	0	0	0	0	0	1	0	0	0
YCR073C	0	0	1	0	1	0	1	1	0	0	0	0	1	0	1	0	0
YCR073W-A	1	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0
YCR075C	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0
YCR077C	1	1	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0
YCR079W	0	0	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0
YCR081W	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0
YCR083W	0	0	0	1	0	0	1	0	0	0	0	0	0	0	0	0	0
YCR084C	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
YCR086W	0	1	0	0	0	0	0	0	0	1	1	1	0	0	0	0	0
YCR088W	0	0	0	0	1	1	0	0	0	1	1	1	0	0	0	0	0
YCR091W	0	0	1	0	1	0	0	0	0	0	0	0	1	0	0	0	0
YCR092C	0	1	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0
YCR093W	1	1	1	0	0	0	0	0	0	0	1	0	1	0	0	0	0
YCR094W	1	1	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0
YCR096C	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0
YCR097W	1	0	0	0	0	0	0	0	0	0	0	0	1	0	1	0	1
YCR104W	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0
YCR105W	0	0	1	0	0	0	0	0	1	0	0	0	0	0	0	0	0
YCR107W	0	0	1	0	0	0	0	0	1	0	0	0	0	0	0	0	0
YDL001W	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
YDL002C	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
YDL003W	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
YDL005C	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
YDL007W	0	0	1	0	1	1	0	0	0	0	0	0	0	0	0	0	0
YDL008W	0	1	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0
YDL010W	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0
YDL013W	0	1	1	0	0	1	1	0	0	0	1	0	0	0	0	0	0
YDL014W	1	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0
YDL015C	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0
YDL017W	0	1	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0
YDL020C	1	1	0	0	1	0	0	0	0	1	1	1	0	0	0	0	0
YDL021W	0	0	1	0	0	0	0	0	1	0	0	0	0	0	0	0	0
YDL024C	0	0	1	0	0	0	0	0	0	0	1	0	0	0	0	0	0
YDL025C	0	0	1	0	1	0	1	0	0	0	0	0	0	0	0	0	0
YDL028C	0	1	1	0	1	0	0	1	0	1	0	0	0	0	0	0	0
YDL031W	1	0	0	0	0	1	0	0	0	0	0	0	0	1	0	0	0
YDL035C	0	0	0	0	0	0	0	1	0	0	1	1	1	0	0	0	0
YDL039C	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
YDL042C	1	1	0	0	1	1	0	0	0	0	0	1	1	0	0	0	0
YDL044C	1	0	0	0	0	1	0	0	0	0	0	0	0	1	0	0	0
YDL045C	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0
YDL045W-A	0	0	0	0	0	0	0	0	0	1	0	0	0	1	0	0	0
YDL046W	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0
YDL047W	0	1	1	0	1	0	0	1	0	1	1	0	0	0	0	0	0
YDL048C	1	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0
YDL051W	1	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0
YDL052C	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0
YDL053C	1	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0
YDL054C	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0
YDL055C	0	0	1	0	1	0	0	0	0	1	0	0	0	0	0	0	0
YDL056W	1	1	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0
YDL058W	0	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0
YDL059C	0	1	0	0	0	1	1	0	0	1	0	0	0	0	0	0	0
YDL061C	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0
YDL064W	0	1	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0
YDL065C	0	0	0	1	1	0	0	0	0	1	0	0	0	0	0	0	0
YDL069C	0	0	0	0	0	1	0	0	0	0	0	0	0	1	0	0	0
YDL070W	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
YDL074C	0	1	0	0	1	1	0	0	0	1	0	0	0	0	0	0	0
YDL076C	0	1	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0
YDL077C	0	0	0	0	1	0	0	0	0	1	0	0	0	0	1	0	0
YDL078C	0	0	1	0	0	0	0	0	1	0	0	0	0	0	0	0	0
YDL079C	0	0	1	0	1	0	1	0	0	0	0	0	0	0	1	0	0
YDL080C	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0
YDL081C	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0
YDL083C	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0
YDL084W	1	0	0	1	0	1	0	0	0	0	0	0	0	0	0	0	0
YDL085W	0	0	0	1	0	0	0	0	1	1	0	0	0	0	0	0	0
YDL087C	1	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0
YDL090C	0	0	1	0	1	0	0	1	0	0	0	0	0	0	0	0	0
YDL092W	0	0	0	1	1	1	0	0	0	0	0	0	0	0	0	0	0
YDL095W	0	0	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0
YDL097C	0	0	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0
YDL101C	0	1	1	0	1	0	1	1	0	0	0	0	0	0	0	0	0
YDL102W	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
YDL103C	0	0	1	0	0	0	0	0	0	1	0	0	0	0	0	0	0
YDL105W	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
YDL107W	1	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0
YDL111C	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0
YDL112W	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
YDL113C	0	0	0	1	1	1	0	0	0	0	0	0	0	0	0	0	0
YDL115C	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
YDL116W	0	0	0	1	1	1	0	0	0	1	1	0	0	0	0	0	0
YDL117W	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
YDL122W	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0
YDL124W	0	0	1	0	0	1	0	0	0	0	0	0	0	0	0	0	0
YDL125C	0	0	1	0	0	1	0	0	0	0	0	0	0	0	0	0	0
YDL126C	0	1	1	1	1	1	0	0	0	0	0	1	0	0	0	0	0
YDL130W	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0
YDL131W	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0
YDL132W	0	1	1	0	1	1	0	0	0	0	0	0	0	0	0	0	0
YDL134C	0	1	1	0	1	0	0	0	0	1	1	1	0	1	0	0	0
YDL135C	0	0	0	0	0	0	0	1	0	1	1	1	0	0	1	0	0
YDL136W	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0
YDL137W	0	0	0	1	1	0	0	0	0	1	0	0	0	0	0	0	0
YDL138W	0	0	0	1	0	1	0	1	0	1	0	0	1	0	0	0	0
YDL140C	1	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0
YDL141W	0	0	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0
YDL142C	0	0	1	0	0	0	0	0	0	1	0	0	0	0	0	0	0
YDL143W	0	0	0	0	1	1	1	0	0	1	0	0	0	0	0	0	0
YDL145C	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0
YDL146W	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0
YDL147W	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0
YDL148C	1	0	0	0	0	1	0	0	0	0	0	0	0	1	0	0	0
YDL149W	0	0	0	1	1	0	0	0	0	1	0	0	0	0	0	0	0
YDL150W	1	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0
YDL153C	1	1	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0
YDL154W	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
YDL159W	0	0	1	0	1	0	0	1	0	0	1	0	1	0	0	0	0
YDL160C	1	0	1	0	0	1	0	0	0	0	0	0	0	0	0	0	0
YDL161W	0	0	0	1	1	1	0	0	0	1	1	0	0	0	0	0	0
YDL164C	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
YDL165W	1	1	1	0	0	0	0	0	0	0	0	0	1	0	0	0	0
YDL166C	1	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0
YDL168W	0	0	1	0	0	0	1	0	0	0	0	0	0	0	0	0	0
YDL170W	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0
YDL171C	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0
YDL174C	0	0	1	0	0	0	0	0	1	1	0	0	0	0	0	0	0
YDL175C	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0
YDL178W	0	0	1	0	0	1	0	0	1	1	0	0	0	0	0	0	0
YDL179W	0	1	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0
YDL182W	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0
YDL185W	0	1	0	1	1	0	0	0	0	0	0	0	1	0	0	0	0
YDL188C	0	1	1	0	1	0	0	0	0	1	1	1	0	1	0	0	0
YDL190C	0	0	0	0	1	1	1	0	0	0	0	0	0	0	0	0	0
YDL191W	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0
YDL195W	0	0	0	1	0	1	0	0	0	0	0	0	0	0	0	0	0
YDL197C	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
YDL198C	0	0	1	1	0	0	0	0	0	1	0	0	1	0	0	0	0
YDL200C	0	1	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0
YDL201W	1	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0
YDL202W	0	0	0	0	0	0	0	0	0	1	0	0	0	1	0	0	0
YDL203C	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0
YDL205C	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0
YDL208W	1	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0
YDL210W	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0
YDL212W	0	0	0	1	1	1	1	1	0	0	0	0	0	0	0	0	0
YDL214C	0	0	1	0	1	0	0	1	0	0	0	0	0	0	0	0	0
YDL215C	0	0	1	0	0	0	0	0	1	0	0	0	0	0	0	0	0
YDL216C	0	0	0	0	1	1	0	0	0	0	0	0	1	0	0	0	0
YDL217C	0	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0
YDL219W	1	0	1	0	0	0	0	0	0	0	0	0	0	1	0	0	0
YDL220C	1	1	0	0	0	1	1	0	0	1	0	0	0	0	0	0	0
YDL222C	0	0	0	0	0	0	0	0	0	1	1	0	0	0	0	0	0
YDL223C	0	0	0	0	0	0	0	0	0	0	0	1	1	0	0	0	1
YDL224C	0	0	0	0	0	1	0	0	0	0	0	1	0	0	0	0	0
YDL225W	0	1	0	0	0	0	0	0	0	1	1	1	0	0	0	0	0
YDL226C	0	1	0	1	0	1	0	0	0	0	0	0	0	0	1	0	0
YDL229W	0	0	1	0	0	1	1	0	0	0	0	0	0	1	0	0	0
YDL231C	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0
YDL232W	0	0	1	0	1	1	0	0	0	0	0	0	0	0	0	0	0
YDL234C	0	0	0	1	0	0	0	0	0	1	0	0	0	0	1	0	0
YDL235C	0	0	1	0	0	1	1	1	0	0	0	0	1	0	0	0	0
YDL236W	0	0	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0
YDL238C	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0
YDL239C	0	0	0	0	1	1	0	0	0	0	1	0	0	0	0	0	0
YDL243C	0	0	1	0	0	0	0	0	1	0	0	0	0	0	0	0	0
YDL244W	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0
YDL245C	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0
YDL247W	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0
YDL248W	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0
YDR001C	0	0	1	0	0	0	1	0	1	0	0	0	0	0	0	0	0
YDR002W	0	1	0	1	1	1	0	0	0	0	0	0	0	0	0	0	0
YDR004W	0	1	0	0	0	1	1	0	0	1	0	0	1	0	0	0	0
YDR005C	1	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0
YDR006C	1	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0
YDR007W	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0
YDR009W	1	0	1	0	0	1	0	0	0	0	0	0	0	0	0	0	0
YDR011W	0	0	0	1	0	1	1	0	0	0	0	0	1	0	0	0	0
YDR012W	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0
YDR013W	0	1	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0
YDR014W	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0
YDR017C	1	0	1	0	0	0	1	1	0	1	0	0	0	0	0	0	0
YDR019C	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0
YDR021W	1	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0
YDR022C	0	1	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0
YDR023W	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0
YDR025W	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0
YDR026C	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
YDR027C	0	0	0	1	0	0	0	0	0	1	0	0	0	0	0	0	0
YDR028C	1	0	1	0	1	0	0	0	1	0	0	1	0	0	1	0	0
YDR030C	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
YDR032C	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0
YDR033W	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0
YDR034C	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0
YDR035W	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0
YDR036C	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0
YDR037W	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0
YDR039C	0	0	0	1	0	0	0	0	0	0	0	0	1	0	0	0	0
YDR040C	0	0	0	1	0	0	0	0	0	0	0	0	1	0	0	0	0
YDR044W	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0
YDR045C	1	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0
YDR046C	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0
YDR052C	0	1	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0
YDR054C	0	1	1	0	1	1	0	0	0	0	0	0	0	0	0	0	0
YDR055W	0	1	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0
YDR057W	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0
YDR058C	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0
YDR059C	0	0	0	1	1	1	1	0	0	0	1	0	1	0	0	0	0
YDR062W	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0
YDR064W	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0
YDR069C	0	1	0	1	1	0	0	0	0	1	1	0	1	0	0	0	0
YDR071C	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0
YDR074W	0	0	1	0	0	0	1	0	1	0	0	0	0	0	0	0	0
YDR075W	0	0	1	0	1	0	0	0	0	0	0	1	0	0	0	0	0
YDR076W	0	1	0	0	0	1	0	0	0	0	0	0	1	0	0	0	0
YDR077W	0	0	0	0	0	0	1	0	0	1	0	0	0	0	0	0	0
YDR079W	0	0	0	0	1	1	1	0	1	0	0	0	0	0	0	0	0
YDR080W	0	0	0	1	1	0	0	0	0	1	0	0	0	0	1	0	0
YDR081C	1	0	1	0	0	0	0	0	1	0	0	0	0	0	0	0	0
YDR082W	0	1	0	0	0	1	0	0	0	1	0	0	0	0	0	0	0
YDR083W	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
YDR085C	0	0	0	0	0	0	0	1	0	0	1	0	1	0	0	0	0
YDR086C	0	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0
YDR087C	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
YDR088C	1	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0
YDR089W	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0
YDR091C	0	0	1	1	0	1	0	0	0	0	0	0	0	1	0	0	0
YDR092W	0	1	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0
YDR093W	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0
YDR096W	1	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0
YDR097C	0	1	1	0	0	1	0	0	0	0	0	0	0	0	0	0	0
YDR101C	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0
YDR103W	0	0	0	0	0	1	0	1	0	0	0	0	1	0	0	0	0
YDR104C	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0
YDR107C	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0
YDR108W	0	1	0	1	0	0	0	0	0	0	1	0	0	0	0	0	0
YDR110W	0	1	0	0	0	1	0	0	0	0	0	1	0	0	0	0	0
YDR113C	0	1	0	1	1	1	0	0	0	0	0	0	0	0	0	0	0
YDR115W	0	0	0	0	0	0	0	0	1	1	0	0	0	1	0	0	0
YDR117C	0	0	0	1	1	1	0	0	0	0	0	0	0	0	0	0	0
YDR118W	0	1	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0
YDR120C	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
YDR121W	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
YDR123C	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0
YDR125C	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0
YDR127W	0	0	1	0	0	1	0	0	0	0	0	0	0	0	0	0	0
YDR130C	0	1	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0
YDR135C	0	0	0	1	0	0	1	0	0	0	0	0	1	0	0	0	0
YDR138W	1	1	0	1	0	1	0	0	0	0	0	0	0	0	0	0	0
YDR139C	0	0	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0
YDR140W	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0
YDR141C	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0
YDR142C	0	0	0	1	1	1	0	0	0	1	0	0	0	0	0	0	0
YDR144C	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0
YDR145W	1	1	0	0	1	0	0	0	0	1	0	0	0	0	0	0	0
YDR150W	0	1	0	0	0	1	0	0	0	1	0	0	0	0	0	0	0
YDR151C	1	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0
YDR153C	0	0	0	1	0	1	0	0	0	0	0	0	0	0	0	0	0
YDR155C	0	0	0	0	1	0	1	0	0	0	0	0	0	0	0	0	0
YDR156W	1	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0
YDR158W	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0
YDR162C	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0
YDR163W	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
YDR164C	0	0	0	1	0	1	0	0	0	0	0	0	0	0	0	0	0
YDR165W	1	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0
YDR166C	0	1	0	1	0	1	0	0	0	0	1	0	0	0	0	0	0
YDR167W	1	1	0	0	1	0	0	0	0	1	0	0	0	0	0	0	0
YDR168W	0	1	0	0	1	1	1	1	0	1	0	0	0	0	0	0	0
YDR169C	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
YDR171W	0	0	0	0	1	1	1	0	0	1	0	0	0	0	0	0	0
YDR173C	1	0	1	0	0	0	0	1	0	0	1	0	0	0	0	0	0
YDR174W	1	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0
YDR175C	0	0	0	0	0	0	0	0	1	1	0	0	0	1	0	0	0
YDR176W	1	1	1	0	1	0	0	0	0	1	0	0	0	0	1	0	0
YDR177W	0	0	0	1	1	1	0	0	0	0	1	0	0	0	0	0	0
YDR178W	0	0	1	1	0	1	0	0	1	0	0	0	0	0	0	0	0
YDR180W	0	1	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0
YDR181C	0	1	0	0	1	0	0	0	0	1	0	0	0	0	0	0	0
YDR182W	0	1	0	0	0	0	0	0	0	1	1	1	1	0	0	0	1
YDR183W	1	0	0	0	1	0	0	0	0	0	0	0	1	0	1	0	0
YDR185C	0	0	0	0	1	0	0	0	0	0	0	0	0	1	0	0	0
YDR188W	0	0	0	0	1	1	1	0	0	1	0	0	0	0	0	0	0
YDR189W	0	0	0	1	0	1	0	0	0	0	0	0	0	0	0	0	0
YDR190C	1	1	1	0	0	1	0	0	0	0	0	0	0	0	0	0	0
YDR191W	1	1	1	0	0	1	0	0	0	0	0	0	1	0	0	0	0
YDR192C	0	0	0	1	1	1	0	0	0	1	0	0	0	0	0	0	0
YDR196C	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0
YDR197W	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0
YDR200C	0	1	0	1	1	0	0	0	0	0	0	0	1	0	0	0	0
YDR201W	0	1	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0
YDR202C	0	0	0	0	0	0	0	0	0	1	0	0	1	0	0	0	0
YDR205W	0	0	0	1	0	0	0	0	0	0	0	0	1	0	0	0	0
YDR206W	0	1	0	0	0	0	1	0	0	1	0	0	0	0	0	0	0
YDR207C	1	1	1	0	0	1	0	0	0	0	0	0	0	0	0	0	0
YDR208W	0	0	1	0	0	0	0	1	0	1	1	0	0	0	0	0	0
YDR211W	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0
YDR212W	0	0	0	0	1	1	1	0	0	1	0	0	0	0	0	0	0
YDR213W	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0
YDR214W	0	0	0	0	1	0	1	0	0	0	0	0	0	0	0	0	0
YDR216W	1	0	1	0	0	0	0	0	0	1	0	0	0	0	0	0	0
YDR217C	1	1	0	0	0	1	1	0	0	0	0	0	0	0	0	0	0
YDR219C	0	0	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0
YDR221W	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0
YDR223W	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
YDR224C	1	1	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0
YDR225W	1	1	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0
YDR226W	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0
YDR227W	1	1	0	0	0	1	1	0	0	1	0	1	1	0	0	0	0
YDR228C	1	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0
YDR229W	0	0	0	1	0	1	0	0	0	0	0	0	0	0	0	0	0
YDR231C	0	0	0	0	1	1	1	0	1	1	0	0	0	0	0	0	0
YDR232W	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0
YDR234W	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0
YDR237W	0	0	0	0	0	0	0	0	0	1	0	0	0	1	0	0	0
YDR238C	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0
YDR240C	1	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0
