Gene	scL1P0001	scL1P0002	scL1P0003	scL1P0004	scL1P0005	scL1P0006	scL1P0007	scL1P0008	scL1P0009	scL1P0010	scL1P0011	scL1P0012	scL1P0013	scL1P0014	scL1P0015	scL1P0016	scL1P0017
YGR091W	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
YGR098C	0	1	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0
YGR101W	0	0	0	1	1	0	0	0	0	1	0	0	0	0	0	0	0
YGR112W	0	0	0	0	0	1	1	0	1	0	0	0	0	0	0	0	0
YGR121C	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0
YGR129W	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
YGR134W	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
YGR143W	0	0	1	0	0	0	0	0	1	1	0	0	0	0	0	0	0
YGR147C	0	0	0	0	1	0	0	0	0	0	0	0	0	1	0	0	0
YGR152C	0	0	0	0	0	0	0	1	0	1	1	1	0	0	0	0	0
YGR158C	1	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0
YGR169C	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0
YGR171C	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0
YGR178C	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
YGR180C	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0
YGR181W	0	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0
YGR203W	0	0	1	0	1	0	0	1	0	0	0	0	0	0	1	0	0
YGR220C	0	0	0	0	0	0	0	0	0	1	0	0	0	1	0	0	0
YGR222W	1	0	0	0	0	1	0	0	0	0	0	0	0	1	0	0	0
YGR225W	0	1	0	0	1	0	0	0	0	0	1	0	0	0	0	0	0
YGR231C	0	1	0	0	1	0	0	0	0	1	0	1	0	0	0	0	0
YGR234W	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0
YGR246C	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
YGR253C	0	1	0	0	1	0	1	0	0	0	1	0	0	0	0	0	0
YGR255C	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0
YGR261C	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0
YGR268C	0	0	0	0	1	0	0	0	0	1	1	1	0	0	0	0	0
YGR286C	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0
YGR288W	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0
YGR292W	0	0	1	0	0	0	0	0	1	0	0	0	0	0	0	0	0
YGR296W	0	1	0	0	0	0	1	0	0	1	0	0	0	0	0	0	0
YHL031C	0	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0
YHR001W	0	0	1	0	0	1	0	0	0	0	0	0	0	0	0	0	0
YHR001W-A	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0
YHR002W	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0
YHR003C	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0
YHR005C-A	0	0	0	1	1	1	1	0	0	1	0	0	0	0	0	0	0
YHR008C	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0
YHR016C	0	0	0	1	0	0	0	0	0	1	1	1	0	0	0	0	0
YHR021C	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0
YHR027C	0	0	0	0	1	0	0	1	0	0	0	0	0	0	0	0	0
YHR034C	1	0	0	0	1	0	0	0	0	0	0	0	0	1	0	0	0
YHR037W	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0
YHR039C-A	0	0	0	1	0	0	0	0	1	0	0	0	1	0	0	0	0
YHR042W	0	0	1	1	0	0	1	0	0	0	0	0	0	0	0	0	0
YHR043C	0	0	1	0	0	0	1	0	0	0	0	0	0	0	0	0	0
YHR051W	0	0	0	1	0	0	0	0	1	0	0	0	0	0	0	0	0
YHR062C	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
YHR065C	1	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0
YHR066W	0	0	0	0	0	1	0	0	0	0	0	0	1	1	0	0	1
YHR067W	0	0	1	0	0	0	0	0	1	0	0	1	0	0	0	0	0
YHR074W	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0
YHR081W	1	1	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0
YHR082C	0	0	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0
YHR084W	1	0	0	0	0	1	0	0	0	0	1	0	1	0	0	0	1
YHR085W	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
YHR099W	1	1	0	0	1	0	0	0	0	1	0	0	0	0	0	0	0
YHR111W	0	0	0	0	1	0	0	0	0	0	0	0	0	0	1	0	0
YHR112C	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0
YHR117W	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0
YHR122W	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
YHR132C	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0
YHR136C	0	0	0	0	0	0	1	0	0	0	0	0	1	0	1	0	0
YHR143W-A	1	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0
YHR149C	0	0	0	0	0	0	0	0	0	1	1	1	0	0	0	0	0
YHR150W	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0
YHR153C	0	1	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0
YHR156C	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0
YHR161C	0	0	0	1	1	1	0	0	0	1	1	1	0	0	0	0	0
YHR163W	1	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0
YHR164C	0	1	0	0	0	1	0	0	0	0	0	1	0	0	0	0	0
YHR166C	0	1	0	0	1	1	0	0	0	1	0	0	0	0	0	0	0
YHR175W	0	0	0	1	0	0	0	0	0	0	0	0	1	0	0	0	0
YHR190W	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0
YHR205W	0	1	1	0	1	0	1	0	0	0	0	1	1	0	0	0	0
YIL004C	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0
YIL011W	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0
YIL014W	0	0	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0
YIL017C	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0
YIL019W	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
YIL035C	1	1	1	0	1	0	1	0	0	1	1	1	1	0	0	0	0
YIL043C	0	0	0	1	0	1	0	0	1	0	0	0	0	0	0	0	0
YIL046W	1	1	1	0	1	1	0	0	0	0	0	0	0	0	0	0	0
YIL062C	0	0	0	1	1	1	0	0	0	1	1	0	0	0	0	0	0
YIL074C	0	0	1	0	0	1	0	0	0	0	0	0	0	0	0	0	0
YIL078W	0	0	1	0	0	0	0	0	0	0	0	0	0	1	0	0	0
YIL079C	0	0	0	1	0	0	0	0	0	1	1	1	0	0	0	0	0
YIL098C	0	0	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0
YIL103W	0	0	1	0	1	0	1	0	0	0	0	0	0	0	0	0	0
YIL113W	0	0	1	0	1	0	1	1	0	1	0	0	0	0	1	0	0
YIL115C	0	0	0	1	0	1	0	0	0	1	0	0	0	1	0	0	0
YIL124W	0	0	1	0	0	0	0	0	0	0	1	0	0	0	0	0	0
YIL128W	1	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0
YIL130W	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
YIL137C	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0
YIL140W	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0
YIL142W	0	0	0	0	1	1	1	0	0	1	0	0	0	0	0	0	0
YIL146C	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0
YIL160C	0	0	1	0	0	0	0	0	1	0	0	0	0	0	0	0	0
YIR004W	0	0	0	1	1	1	0	0	0	1	0	0	0	0	0	0	0
YIR006C	0	1	0	1	1	1	0	0	0	1	1	0	0	0	0	0	0
YIR022W	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0
YIR028W	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0
YIR029W	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0
YIR031C	0	0	1	0	0	0	0	0	1	0	0	0	0	0	0	0	0
YJL001W	0	0	0	0	1	0	1	0	0	0	1	0	0	0	0	0	0
YJL003W	0	0	0	0	1	0	0	0	1	0	0	0	0	0	0	0	0
YJL008C	0	0	0	0	1	1	1	0	0	1	0	0	0	0	0	0	0
YJL013C	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
YJL024C	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0
YJL039C	0	0	0	1	0	0	0	0	0	1	0	0	0	0	0	0	0
YJL042W	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0
YJL060W	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0
YJL069C	1	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0
YJL079C	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0
YJL090C	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
YJL092W	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
YJL096W	0	0	0	0	0	0	0	0	0	1	0	0	0	1	0	0	0
YJL098W	0	1	1	0	1	0	0	1	0	0	1	0	0	0	0	0	0
YJL110C	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0
YJL121C	0	0	1	0	0	0	0	0	1	0	0	0	0	0	0	0	0
YJL124C	1	0	1	0	0	1	0	0	0	0	0	0	0	0	0	0	0
YJL127C	1	1	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0
YJL130C	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0
YJL153C	0	0	1	0	0	1	0	0	0	0	0	0	0	0	0	0	0
YJL180C	0	0	0	0	1	1	1	0	0	0	0	0	0	0	0	0	0
YJL183W	0	0	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0
YJL189W	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0
YJL197W	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0
YJL198W	0	0	0	1	0	0	0	0	0	0	0	0	1	0	0	0	0
YJL203W	1	0	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0
YJL212C	0	0	1	1	0	0	0	0	0	0	0	0	1	0	0	0	0
YJR002W	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
YJR007W	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0
YJR014W	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0
YJR017C	1	0	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0
YJR021C	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
YJR040W	0	0	0	1	0	0	0	0	0	0	0	0	1	0	0	0	0
YJR043C	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
YJR048W	0	0	0	1	0	0	0	0	1	0	0	0	0	0	0	0	0
YJR055W	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0
YJR074W	0	0	0	1	1	1	0	0	0	0	0	0	0	0	0	0	0
YJR091C	1	1	1	0	0	1	0	0	0	0	0	0	0	0	0	0	0
YJR093C	1	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0
YJR094C	1	1	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0
YJR101W	0	0	0	0	0	0	0	0	0	1	0	0	0	1	0	0	0
YJR104C	0	0	0	0	0	0	1	0	0	0	0	0	1	0	0	0	0
YJR108W	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0
YJR109C	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0
YJR121W	0	0	0	1	0	0	0	0	1	0	0	1	1	0	0	0	0
YJR123W	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0
YJR125C	0	0	0	1	1	1	0	0	0	1	1	0	0	0	0	0	0
YJR135C	0	1	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0
YJR136C	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0
YJR137C	0	0	1	0	0	1	0	0	0	1	0	0	0	0	0	0	0
YJR138W	0	1	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0
YJR159W	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0
YJR160C	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0
YKL002W	0	0	0	1	1	1	0	0	0	0	0	0	0	0	0	0	0
YKL006C-A	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0
YKL006W	0	0	0	0	0	1	0	0	0	0	0	0	0	1	0	0	0
YKL009W	1	0	1	0	0	0	0	0	0	0	0	0	0	1	0	0	0
YKL011C	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
YKL017C	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
YKL026C	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0
YKL035W	0	0	1	0	1	0	0	0	1	0	0	0	0	0	0	0	0
YKL045W	0	1	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0
YKL046C	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0
YKL048C	0	1	1	0	1	0	1	0	0	1	1	1	0	0	0	0	0
YKL053C-A	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0
YKL072W	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
YKL084W	0	0	0	0	1	0	0	0	0	1	0	0	0	0	0	0	0
YKL086W	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0
YKL099C	1	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0
YKL103C	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0
YKL120W	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0
YKL122C	0	0	0	1	1	1	0	0	0	0	0	0	0	0	0	0	0
YKL129C	0	0	0	1	0	0	1	0	1	1	1	0	0	0	0	0	0
YKL130C	1	0	0	1	0	1	0	0	0	0	0	0	1	0	0	0	0
YKL138C-A	0	1	0	0	0	1	0	0	0	1	0	0	0	0	1	0	0
YKL144C	1	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0
YKL146W	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0
YKL159C	1	0	0	0	0	0	0	1	0	0	0	0	1	0	1	0	0
YKL161C	0	1	1	0	1	0	1	0	0	0	1	1	1	0	0	0	0
YKL163W	0	0	0	0	0	0	1	0	0	1	0	0	0	0	0	0	0
YKL168C	0	0	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0
YKL170W	0	0	0	0	0	0	0	0	0	1	0	0	0	1	0	0	0
YKL184W	0	0	1	0	0	0	0	0	0	1	0	0	0	0	0	0	0
YKL204W	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0
YKL205W	1	0	0	1	0	1	0	0	0	0	0	0	0	0	0	0	0
YKL217W	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0
YKR004C	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0
YKR006C	0	0	0	0	0	0	0	0	0	1	0	0	0	1	0	0	0
YKR008W	0	1	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0
YKR009C	0	0	1	0	0	0	0	0	1	1	0	0	0	0	0	0	0
YKR020W	0	0	0	1	1	1	0	0	0	1	0	0	0	0	0	0	0
YKR022C	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
YKR027W	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0
YKR030W	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0
YKR053C	0	0	1	0	0	0	1	0	0	0	0	0	0	0	0	0	0
YKR057W	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0
YKR063C	0	1	0	0	0	0	0	0	0	1	1	0	0	0	0	0	0
YKR064W	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
YKR081C	1	0	0	0	0	1	0	0	0	0	0	0	0	1	0	0	0
YKR093W	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0
YLL004W	1	1	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0
YLL011W	1	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0
YLL019C	0	0	1	0	1	0	0	1	0	0	0	0	0	0	0	0	0
YLL021W	0	0	0	0	0	1	0	1	0	1	1	1	1	0	0	0	0
YLL038C	0	0	0	1	1	1	0	0	0	1	1	0	0	0	0	0	0
YLL039C	0	0	0	0	1	1	1	0	0	0	1	0	0	1	0	0	0
YLL043W	0	0	1	1	0	0	1	0	0	0	0	0	0	0	0	0	1
YLL051C	0	0	0	1	0	0	0	0	0	0	0	0	1	0	0	0	0
YLL055W	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0
YLL062C	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0
YLR010C	0	1	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0
YLR011W	0	0	1	0	0	1	0	0	0	0	0	0	0	0	0	0	0
YLR023C	1	0	1	0	0	1	0	0	0	0	0	0	1	0	0	0	0
YLR044C	0	0	1	0	0	0	0	0	1	0	0	0	0	0	0	0	0
YLR045C	0	1	0	0	0	1	0	0	0	1	0	0	0	0	0	0	0
YLR052W	0	1	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0
YLR054C	0	0	0	0	0	0	0	0	0	1	1	0	0	0	0	0	0
YLR069C	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0
YLR075W	0	1	0	0	1	0	0	0	0	0	0	0	0	1	0	0	0
YLR080W	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0
YLR081W	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0
YLR094C	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0
YLR096W	0	0	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0
YLR099C	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0
YLR115W	1	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0
YLR134W	0	0	1	0	0	0	0	0	1	0	0	0	0	0	0	0	0
YLR141W	1	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0
YLR150W	0	0	1	0	0	1	1	1	0	1	0	1	0	0	0	0	0
YLR166C	0	1	0	1	0	1	0	0	0	0	1	0	0	0	0	0	0
YLR170C	0	0	0	1	1	1	0	0	0	0	0	0	0	0	0	0	0
YLR176C	1	1	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0
YLR181C	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0
YLR188W	0	0	1	1	0	1	0	0	0	0	0	0	0	0	0	0	0
YLR201C	0	0	1	0	0	0	0	0	1	0	0	0	0	0	0	0	0
YLR206W	0	0	0	1	1	1	0	0	0	1	1	1	0	0	0	0	0
YLR214W	0	0	0	1	0	0	0	0	0	0	0	0	1	0	0	0	0
YLR216C	1	0	0	0	1	1	1	0	0	0	0	0	0	0	0	0	0
YLR231C	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0
YLR240W	0	0	1	1	1	0	0	1	0	0	0	0	0	0	0	0	0
YLR243W	0	0	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0
YLR249W	0	0	0	0	0	0	0	0	0	1	0	0	0	1	0	0	0
YLR250W	0	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0
YLR263W	0	1	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0
YLR265C	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
YLR277C	1	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0
YLR309C	0	0	0	1	1	0	0	0	0	1	0	0	0	0	0	0	0
YLR327C	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0
YLR330W	0	0	1	1	0	0	0	0	0	0	1	0	1	0	0	0	1
YLR340W	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0
YLR344W	0	0	0	0	0	1	0	0	0	0	0	0	0	1	0	0	0
YLR348C	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0
YLR356W	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
YLR361C	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
YLR373C	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0
YLR377C	0	0	1	0	0	0	0	0	1	0	0	0	0	0	0	0	0
YLR387C	0	0	0	0	1	0	0	0	0	1	0	0	0	0	0	0	0
YLR390W	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0
YLR394W	0	1	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0
YLR431C	0	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0
YLR440C	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0
YLR448W	0	0	0	0	0	1	0	0	0	0	0	0	0	1	0	0	0
YLR457C	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0
YML001W	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0
YML013W	0	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0
YML026C	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0
YML027W	1	1	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0
YML031W	0	1	0	1	1	0	0	0	0	1	0	0	0	0	0	0	0
YML034W	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
YML046W	1	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0
YML057W	1	0	1	0	1	1	0	1	0	0	0	1	1	0	1	0	0
YML062C	1	1	0	1	1	1	0	0	0	0	0	0	0	0	0	0	0
YML078W	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0
YML092C	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0
YML109W	0	1	0	0	0	0	0	0	0	1	1	1	0	0	0	0	0
YML110C	0	0	1	0	0	0	0	0	1	0	0	0	0	0	0	0	0
YML121W	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0
YML126C	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0
YML129C	0	0	0	0	1	0	0	0	1	0	0	0	0	0	0	0	0
YML131W	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0
YMR005W	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
YMR009W	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0
YMR011W	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0
YMR014W	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0
YMR021C	1	0	0	0	1	0	1	0	0	0	0	0	1	0	1	0	0
YMR028W	0	1	0	0	0	1	0	1	0	0	0	1	0	1	0	0	0
YMR033W	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
YMR043W	1	1	1	0	0	1	1	0	0	0	1	0	1	0	0	0	0
YMR044W	0	1	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0
YMR058W	0	0	1	1	0	0	1	0	0	0	0	0	1	0	0	0	0
YMR060C	0	0	1	1	1	1	0	0	0	1	0	0	0	0	0	0	0
YMR061W	1	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0
YMR062C	0	0	1	0	0	0	0	0	0	1	0	0	0	0	0	0	0
YMR063W	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0
YMR065W	0	0	0	0	0	0	0	0	0	1	0	0	1	0	0	0	1
YMR068W	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0
YMR076C	0	1	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0
YMR080C	1	1	1	0	0	1	0	0	0	0	0	0	0	1	0	0	0
YMR081C	0	0	1	0	0	0	0	0	1	0	0	0	0	0	0	0	0
YMR083W	0	0	1	0	0	0	0	0	1	0	0	0	0	0	0	0	0
YMR095C	0	0	1	0	0	0	1	0	0	0	0	0	0	0	0	0	0
YMR100W	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0
YMR104C	0	1	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0
YMR119W	0	0	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0
YMR121C	0	0	0	0	0	1	0	0	0	0	0	0	0	1	0	0	0
YMR134W	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0
YMR140W	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0
YMR145C	0	0	0	1	0	0	0	0	1	1	0	0	0	0	0	0	0
YMR152W	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0
YMR173W	0	1	1	0	0	1	1	0	0	0	0	0	0	0	0	0	0
YMR177W	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0
YMR182C	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
YMR198W	0	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0
YMR200W	0	1	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0
YMR201C	0	1	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0
YMR207C	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0
YMR212C	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0
YMR213W	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
YMR216C	1	0	1	1	1	0	1	0	0	0	0	0	1	0	0	0	0
YMR218C	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0
YMR232W	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0
YMR240C	1	0	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0
YMR246W	0	0	1	1	1	0	0	0	0	0	0	0	0	0	0	0	0
YMR255W	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0
YMR278W	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0
YMR287C	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0
YMR297W	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0
YMR300C	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0
YMR301C	0	0	1	1	0	1	0	0	0	0	0	0	1	0	0	0	0
YMR307W	0	0	1	0	0	0	0	0	0	1	0	0	0	0	0	0	0
YMR311C	0	0	1	0	0	0	0	0	0	0	0	0	0	0	1	0	0
YMR316W	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0
YNL002C	1	0	0	0	0	1	0	0	0	0	0	0	0	1	0	0	0
YNL003C	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0
YNL007C	0	1	0	0	0	1	1	0	0	0	0	0	0	1	0	0	0
YNL009W	0	0	1	0	0	1	0	0	1	0	0	0	0	0	0	0	0
YNL016W	1	0	1	0	0	1	0	0	0	0	0	0	0	0	0	0	0
YNL027W	1	0	0	0	0	0	1	1	0	0	0	0	1	0	0	0	0
YNL032W	0	0	1	1	1	0	1	1	0	1	0	0	0	0	1	0	0
YNL041C	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0
YNL042W	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0
YNL044W	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0
YNL051W	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0
